iter	RMSE
0	6.33732037
1	6.241642774
2	6.204281922
3	6.171324231
4	6.131369659
5	6.116374425
6	6.105468788
7	6.104092031
8	6.094697559
9	6.090627655
10	6.089428621
11	6.075777462
12	6.07182652
13	6.069619124
14	6.064425781
15	6.063840336
16	6.046946244
17	6.044274597
18	6.044274157
19	6.038498181
